title,word_count,character_count,bigrams,lemma,pos,tag,dep,label,context_score,trigger_words,category
Battle of Hamath,3,16,"[('Battle', 'of'), ('of', 'Hamath')]","['Battle', 'of', 'Hamath']","['PROPN', 'ADP', 'PROPN']","['NNP', 'IN', 'NNP']","['ROOT', 'prep', 'pobj']","['', '', 'GPE']","{'battle': 1.0, 'hamath': 0.008540730727941325}","['battle', 'hamath']",politics
Winchburgh rail crash,3,21,"[('Winchburgh', 'rail'), ('rail', 'crash')]","['Winchburgh', 'rail', 'crash']","['PROPN', 'NOUN', 'NOUN']","['NNP', 'NN', 'NN']","['compound', 'compound', 'ROOT']","['', '', '']","{'winchburgh': 0.03307912531288184, 'rail': 0.6268979414793924, 'crash': 1.0}","['winchburgh', 'rail', 'crash']",crime
Defence of the Reich,4,20,"[('Defence', 'of'), ('of', 'the'), ('the', 'Reich')]","['defence', 'of', 'the', 'Reich']","['NOUN', 'ADP', 'DET', 'PROPN']","['NN', 'IN', 'DT', 'NNP']","['ROOT', 'prep', 'det', 'pobj']","['ORG', 'ORG', 'ORG', 'ORG']","{'defence': 1.0, 'reich': 0.5119368833094864}","['defence', 'reich']",international
Operation Cycle,2,15,"[('Operation', 'Cycle')]","['operation', 'cycle']","['NOUN', 'NOUN']","['NN', 'NN']","['compound', 'ROOT']","['', '']","{'operation': 1.0, 'cycle': 0.011685672724930436}","['operation', 'cycle']",international
Battle of Magersfontein,3,23,"[('Battle', 'of'), ('of', 'Magersfontein')]","['Battle', 'of', 'Magersfontein']","['PROPN', 'ADP', 'PROPN']","['NNP', 'IN', 'NNP']","['ROOT', 'prep', 'pobj']","['', '', '']","{'battle': 1.0, 'magersfontein': 0.008540730727941325}","['battle', 'magersfontein']",politics
Action of 29 November 1811,5,26,"[('Action', 'of'), ('of', '29'), ('29', 'November'), ('November', '1811')]","['action', 'of', '29', 'November', '1811']","['NOUN', 'ADP', 'NUM', 'PROPN', 'NUM']","['NN', 'IN', 'CD', 'NNP', 'CD']","['ROOT', 'prep', 'nummod', 'pobj', 'nummod']","['', '', 'CARDINAL', 'DATE', 'DATE']","{'action': 1.0, 'november': 0.2665923493161199}","['action', 'november']",international
Battle of Samakh,3,16,"[('Battle', 'of'), ('of', 'Samakh')]","['battle', 'of', 'Samakh']","['NOUN', 'ADP', 'PROPN']","['NN', 'IN', 'NNP']","['ROOT', 'prep', 'pobj']","['', '', '']","{'battle': 1.0, 'samakh': 0.008540730727941325}","['battle', 'samakh']",politics
Vukovar massacre,2,16,"[('Vukovar', 'massacre')]","['Vukovar', 'massacre']","['PROPN', 'NOUN']","['NNP', 'NN']","['compound', 'ROOT']","['', '']","{'vukovar': 0.022857706336933035, 'massacre': 1.0}","['vukovar', 'massacre']",crime
Operation Coburg,2,16,"[('Operation', 'Coburg')]","['operation', 'Coburg']","['NOUN', 'PROPN']","['NN', 'NNP']","['compound', 'ROOT']","['', '']","{'operation': 1.0, 'coburg': 0.011685672724930436}","['operation', 'coburg']",international
Operation Earnest Will,3,22,"[('Operation', 'Earnest'), ('Earnest', 'Will')]","['operation', 'Earnest', 'will']","['NOUN', 'PROPN', 'AUX']","['NN', 'NNP', 'MD']","['compound', 'ROOT', 'punct']","['', '', '']","{'operation': 1.0, 'earnest': 0.008983075172676698}","['operation', 'earnest']",international
Action of 7 May 1794,5,20,"[('Action', 'of'), ('of', '7'), ('7', 'May'), ('May', '1794')]","['action', 'of', '7', 'May', '1794']","['NOUN', 'ADP', 'NUM', 'PROPN', 'NUM']","['NN', 'IN', 'CD', 'NNP', 'CD']","['ROOT', 'prep', 'nummod', 'pobj', 'nummod']","['', '', '', '', '']",{'action': 1.0},['action'],international
Hurricane Gabrielle (2001),3,26,"[('Hurricane', 'Gabrielle'), ('Gabrielle', '('), ('(', '2001'), ('2001', ')')]","['Hurricane', 'Gabrielle', '2001']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'appos']","['EVENT', 'EVENT', 'DATE']","{'hurricane': 1.0, 'gabrielle': 0.02191216961916001}","['hurricane', 'gabrielle']",travel
Hurricane Inez,2,14,"[('Hurricane', 'Inez')]","['Hurricane', 'Inez']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['EVENT', 'EVENT']","{'hurricane': 1.0, 'inez': 0.009561107776258407}","['hurricane', 'inez']",travel
Munich air disaster,3,19,"[('Munich', 'air'), ('air', 'disaster')]","['Munich', 'air', 'disaster']","['PROPN', 'NOUN', 'NOUN']","['NNP', 'NN', 'NN']","['compound', 'compound', 'ROOT']","['GPE', '', '']",{'munich_air_disaster': 1.0},['munich_air_disaster'],environment
Little Baldon air crash,4,23,"[('Little', 'Baldon'), ('Baldon', 'air'), ('air', 'crash')]","['Little', 'Baldon', 'air', 'crash']","['PROPN', 'PROPN', 'NOUN', 'NOUN']","['NNP', 'NNP', 'NN', 'NN']","['amod', 'compound', 'compound', 'ROOT']","['', 'PERSON', '', '']","{'little': 0.055429879340378706, 'baldon': 0.027516310296449423, 'air': 0.9946157239862163, 'crash': 1.0}","['little', 'baldon', 'air', 'crash']",environment
Battle of Sullivan's Island,4,27,"[('Battle', 'of'), ('of', 'Sullivan'), ('Sullivan', ""'s""), (""'s"", 'Island')]","['battle', 'of', 'Sullivan', ""'s"", 'Island']","['NOUN', 'ADP', 'PROPN', 'PART', 'PROPN']","['NN', 'IN', 'NNP', 'POS', 'NNP']","['ROOT', 'prep', 'poss', 'case', 'pobj']","['', '', 'PERSON', '', '']","{'battle': 1.0, 'sullivan': 0.006977242882435849, 'island': 0.054027494720921374}","['battle', 'sullivan', 'island']",politics
D-Day naval deceptions,3,22,"[('D-Day', 'naval'), ('naval', 'deceptions')]","['D', 'day', 'naval', 'deception']","['PROPN', 'NOUN', 'ADJ', 'NOUN']","['NNP', 'NN', 'JJ', 'NNS']","['nmod', 'nmod', 'amod', 'ROOT']","['DATE', 'DATE', '', '']","{'day': 1.0, 'naval': 0.2566286368555313, 'deceptions': 0.05836072352920139}","['day', 'naval', 'deceptions']",lifestyle
Zealot Temple Siege,3,19,"[('Zealot', 'Temple'), ('Temple', 'Siege')]","['zealot', 'Temple', 'Siege']","['NOUN', 'PROPN', 'PROPN']","['NN', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['', '', '']","{'zealot_temple': 0.026750043353162525, 'siege': 1.0}","['zealot_temple', 'siege']",crime
Avianca Flight 011,3,18,"[('Avianca', 'Flight'), ('Flight', '011')]","['Avianca', 'Flight', '011']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'nummod']","['ORG', 'PRODUCT', 'PRODUCT']","{'avianca': 0.013410041193739545, 'flight': 1.0}","['avianca', 'flight']",travel
Mexican War of Independence,4,27,"[('Mexican', 'War'), ('War', 'of'), ('of', 'Independence')]","['Mexican', 'War', 'of', 'independence']","['PROPN', 'PROPN', 'ADP', 'NOUN']","['NNP', 'NNP', 'IN', 'NN']","['compound', 'ROOT', 'prep', 'pobj']","['EVENT', 'EVENT', 'EVENT', 'EVENT']","{'mexican': 0.03092719017524752, 'war': 1.0, 'independence': 0.09300306115954463}","['mexican', 'war', 'independence']",politics
Hurricane Kate (1985),3,21,"[('Hurricane', 'Kate'), ('Kate', '('), ('(', '1985'), ('1985', ')')]","['Hurricane', 'Kate', '1985']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'appos']","['EVENT', 'EVENT', 'DATE']",{'hurricane_kate': 1.0},['hurricane_kate'],travel
Virginius Affair,2,16,"[('Virginius', 'Affair')]","['Virginius', 'Affair']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['ORG', 'ORG']","{'virginius': 0.1631787459800956, 'affair': 1.0}","['virginius', 'affair']",politics
Illinois State Fair,3,19,"[('Illinois', 'State'), ('State', 'Fair')]","['Illinois', 'State', 'Fair']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['ORG', 'ORG', 'ORG']","{'illinois': 0.13793440293512613, 'state': 0.980289976354036, 'fair': 1.0}","['illinois', 'state', 'fair']",international
NKOTBSB Tour,2,12,"[('NKOTBSB', 'Tour')]","['NKOTBSB', 'Tour']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['ORG', 'ORG']","{'nkotbsb': 0.01324755384542055, 'tour': 1.0}","['nkotbsb', 'tour']",travel
Ash Wednesday bushfires,3,23,"[('Ash', 'Wednesday'), ('Wednesday', 'bushfires')]","['Ash', 'Wednesday', 'bushfire']","['PROPN', 'PROPN', 'NOUN']","['NNP', 'NNP', 'NNS']","['compound', 'compound', 'ROOT']","['', 'DATE', '']","{'ash': 0.1850989327906112, 'wednesday': 0.1850989327906112, 'bushfires': 1.0}","['ash', 'wednesday', 'bushfires']",health
Gulf War,2,8,"[('Gulf', 'War')]","['Gulf', 'War']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['EVENT', 'EVENT']",{'gulf_war': 1.0},['gulf_war'],politics
Invasion of Kuwait,3,18,"[('Invasion', 'of'), ('of', 'Kuwait')]","['Invasion', 'of', 'Kuwait']","['PROPN', 'ADP', 'PROPN']","['NNP', 'IN', 'NNP']","['ROOT', 'prep', 'pobj']","['', '', '']","{'invasion': 1.0, 'kuwait': 0.07967857584325767}","['invasion', 'kuwait']",international
Battle of Stavishche,3,20,"[('Battle', 'of'), ('of', 'Stavishche')]","['battle', 'of', 'Stavishche']","['NOUN', 'ADP', 'PROPN']","['NN', 'IN', 'NNP']","['ROOT', 'prep', 'pobj']","['', '', '']",{'battle': 1.0},['battle'],politics
Hurricane Dora,2,14,"[('Hurricane', 'Dora')]","['Hurricane', 'Dora']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['EVENT', 'EVENT']","{'hurricane': 1.0, 'dora': 0.017824467453522695}","['hurricane', 'dora']",travel
French Wars of Religion,4,23,"[('French', 'Wars'), ('Wars', 'of'), ('of', 'Religion')]","['French', 'war', 'of', 'religion']","['PROPN', 'NOUN', 'ADP', 'NOUN']","['NNP', 'NNS', 'IN', 'NN']","['amod', 'ROOT', 'prep', 'pobj']","['NORP', '', '', '']","{'french': 0.3037146609602638, 'wars': 1.0, 'religion': 0.036081659329725985}","['french', 'wars', 'religion']",politics
King's Cross fire,3,17,"[('King', ""'s""), (""'s"", 'Cross'), ('Cross', 'fire')]","['King', ""'s"", 'Cross', 'fire']","['PROPN', 'PART', 'PROPN', 'NOUN']","['NNP', 'POS', 'NNP', 'NN']","['poss', 'case', 'compound', 'ROOT']","['ORG', 'ORG', 'ORG', '']","{'king': 0.4117892050104623, 'cross': 0.23724872105455952, 'fire': 1.0}","['king', 'cross', 'fire']",environment
1870 Open Championship,3,22,"[('1870', 'Open'), ('Open', 'Championship')]","['1870', 'Open', 'championship']","['NUM', 'PROPN', 'NOUN']","['CD', 'NNP', 'NN']","['nummod', 'compound', 'ROOT']","['DATE', '', '']","{'open': 0.6285584647535257, 'championship': 1.0}","['open', 'championship']",sports
Battle of Lepanto,3,17,"[('Battle', 'of'), ('of', 'Lepanto')]","['Battle', 'of', 'Lepanto']","['PROPN', 'ADP', 'PROPN']","['NNP', 'IN', 'NNP']","['ROOT', 'prep', 'pobj']","['', '', 'GPE']","{'battle': 1.0, 'lepanto': 0.008540730727941325}","['battle', 'lepanto']",politics
Hurricane Debbie (1961),3,23,"[('Hurricane', 'Debbie'), ('Debbie', '('), ('(', '1961'), ('1961', ')')]","['Hurricane', 'Debbie', '1961']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'appos']","['EVENT', 'EVENT', 'DATE']","{'hurricane': 1.0, 'debbie': 0.021141499629937124}","['hurricane', 'debbie']",travel
Typhoon Dot (1985),3,18,"[('Typhoon', 'Dot'), ('Dot', '('), ('(', '1985'), ('1985', ')')]","['Typhoon', 'Dot', '1985']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'appos']","['ORG', 'ORG', 'DATE']","{'typhoon': 1.0, 'dot': 0.10966747432932843}","['typhoon', 'dot']",crime
2010 Eastern Indian storm,4,25,"[('2010', 'Eastern'), ('Eastern', 'Indian'), ('Indian', 'storm')]","['2010', 'Eastern', 'indian', 'storm']","['NUM', 'PROPN', 'ADJ', 'NOUN']","['CD', 'NNP', 'JJ', 'NN']","['nummod', 'amod', 'amod', 'ROOT']","['DATE', 'NORP', 'NORP', '']","{'eastern': 0.10222690795319864, 'indian': 0.3749363750497154, 'storm': 1.0}","['eastern', 'indian', 'storm']",travel
1991 Men's World Ice Hockey Championships,6,41,"[('1991', 'Men'), ('Men', ""'s""), (""'s"", 'World'), ('World', 'Ice'), ('Ice', 'Hockey'), ('Hockey', 'Championships')]","['1991', 'Men', ""'s"", 'World', 'Ice', 'Hockey', 'Championships']","['NUM', 'PROPN', 'PART', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNPS', 'POS', 'NNP', 'NNP', 'NNP', 'NNPS']","['nummod', 'poss', 'case', 'compound', 'compound', 'compound', 'ROOT']","['DATE', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG']","{'men': 0.20143118745937127, 'world': 1.0, 'ice': 0.18198725523802026, 'hockey': 0.23962736724492698, 'championships': 0.2812296639448327}","['men', 'world', 'ice', 'hockey', 'championships']",environment
2003 Youth Asia Cup,4,19,"[('2003', 'Youth'), ('Youth', 'Asia'), ('Asia', 'Cup')]","['2003', 'Youth', 'Asia', 'Cup']","['NUM', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP', 'NNP']","['nummod', 'compound', 'compound', 'ROOT']","['DATE', 'EVENT', 'EVENT', 'EVENT']","{'youth': 0.10011285185346223, 'asia_cup': 1.0}","['youth', 'asia_cup']",entertainment
20 March 2012 Iraq attacks,5,26,"[('20', 'March'), ('March', '2012'), ('2012', 'Iraq'), ('Iraq', 'attacks')]","['20', 'March', '2012', 'Iraq', 'attack']","['NUM', 'PROPN', 'NUM', 'PROPN', 'NOUN']","['CD', 'NNP', 'CD', 'NNP', 'NNS']","['nummod', 'npadvmod', 'nummod', 'compound', 'ROOT']","['DATE', 'DATE', 'DATE', 'GPE', '']","{'march': 1.0, 'iraq': 0.4205906603713176, 'attacks': 0.7832287081035536}","['march', 'iraq', 'attacks']",crime
2012 Kentucky Derby,3,19,"[('2012', 'Kentucky'), ('Kentucky', 'Derby')]","['2012', 'Kentucky', 'Derby']","['NUM', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP']","['nummod', 'compound', 'ROOT']","['DATE', 'GPE', 'GPE']","{'kentucky': 1.0, 'derby': 0.9246311916384904}","['kentucky', 'derby']",sports
September 1948 Florida hurricane,4,32,"[('September', '1948'), ('1948', 'Florida'), ('Florida', 'hurricane')]","['September', '1948', 'Florida', 'hurricane']","['PROPN', 'NUM', 'PROPN', 'NOUN']","['NNP', 'CD', 'NNP', 'NN']","['ROOT', 'nummod', 'compound', 'appos']","['DATE', 'DATE', 'GPE', '']","{'september': 0.039770703951250756, 'florida': 0.05176695519798493, 'hurricane': 1.0}","['september', 'florida', 'hurricane']",travel
Sunda Strait campaign of January 1794,6,37,"[('Sunda', 'Strait'), ('Strait', 'campaign'), ('campaign', 'of'), ('of', 'January'), ('January', '1794')]","['Sunda', 'Strait', 'campaign', 'of', 'January', '1794']","['PROPN', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'NUM']","['NNP', 'NNP', 'NN', 'IN', 'NNP', 'CD']","['compound', 'compound', 'ROOT', 'prep', 'pobj', 'nummod']","['LOC', 'LOC', '', '', 'DATE', 'DATE']","{'sunda_strait_campaign': 0.8807372898464085, 'january': 1.0}","['sunda_strait_campaign', 'january']",politics
1989 Jonesborough ambush,3,24,"[('1989', 'Jonesborough'), ('Jonesborough', 'ambush')]","['1989', 'Jonesborough', 'ambush']","['NUM', 'PROPN', 'NOUN']","['CD', 'NNP', 'NN']","['nummod', 'compound', 'ROOT']","['DATE', 'GPE', '']",{'jonesborough_ambush': 1.0},['jonesborough_ambush'],crime
Hurricane Belle,2,15,"[('Hurricane', 'Belle')]","['Hurricane', 'Belle']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['EVENT', 'EVENT']","{'hurricane': 1.0, 'belle': 0.009561107776258407}","['hurricane', 'belle']",travel
1940 Louisiana hurricane,3,24,"[('1940', 'Louisiana'), ('Louisiana', 'hurricane')]","['1940', 'Louisiana', 'hurricane']","['NUM', 'PROPN', 'NOUN']","['CD', 'NNP', 'NN']","['nummod', 'compound', 'ROOT']","['DATE', 'GPE', '']","{'louisiana': 0.0338279560465502, 'hurricane': 1.0}","['louisiana', 'hurricane']",travel
Hurricane Gracie,2,16,"[('Hurricane', 'Gracie')]","['Hurricane', 'Gracie']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['', 'PERSON']","{'hurricane': 1.0, 'gracie': 0.009561107776258407}","['hurricane', 'gracie']",travel
Tropical Storm Nock-ten (2011),4,30,"[('Tropical', 'Storm'), ('Storm', 'Nock-ten'), ('Nock-ten', '('), ('(', '2011'), ('2011', ')')]","['Tropical', 'Storm', 'Nock', 'ten', '2011']","['PROPN', 'PROPN', 'PROPN', 'NUM', 'NUM']","['NNP', 'NNP', 'NNP', 'CD', 'CD']","['compound', 'compound', 'compound', 'ROOT', 'appos']","['', '', '', '', '']","{'tropical': 0.912879616590522, 'storm': 1.0, 'nock': 0.016150086667120804}","['tropical', 'storm', 'nock']",environment
1970 Tonghai earthquake,3,23,"[('1970', 'Tonghai'), ('Tonghai', 'earthquake')]","['1970', 'Tonghai', 'earthquake']","['NUM', 'PROPN', 'NOUN']","['CD', 'NNP', 'NN']","['nummod', 'compound', 'ROOT']","['DATE', 'GPE', '']","{'tonghai': 0.03173993421435782, 'earthquake': 1.0}","['tonghai', 'earthquake']",environment
Speak Now World Tour,4,20,"[('Speak', 'Now'), ('Now', 'World'), ('World', 'Tour')]","['speak', 'now', 'World', 'Tour']","['VERB', 'ADV', 'PROPN', 'PROPN']","['VB', 'RB', 'NNP', 'NNP']","['ROOT', 'advmod', 'compound', 'dobj']","['', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART']","{'speak': 0.009695438631389344, 'world': 0.7396629360834748, 'tour': 1.0}","['speak', 'world', 'tour']",environment
Flying Tiger Line Flight 282,5,28,"[('Flying', 'Tiger'), ('Tiger', 'Line'), ('Line', 'Flight'), ('Flight', '282')]","['fly', 'Tiger', 'Line', 'Flight', '282']","['VERB', 'PROPN', 'PROPN', 'PROPN', 'NUM']","['VBG', 'NNP', 'NNP', 'NNP', 'CD']","['compound', 'compound', 'compound', 'ROOT', 'nummod']","['', '', '', '', 'CARDINAL']","{'flying': 0.010298530058050316, 'tiger': 0.06078173580318214, 'line': 0.047132861269155175, 'flight': 1.0}","['flying', 'tiger', 'line', 'flight']",travel
2018 ICC Women's World Twenty20,5,31,"[('2018', 'ICC'), ('ICC', 'Women'), ('Women', ""'s""), (""'s"", 'World'), ('World', 'Twenty20')]","['2018', 'ICC', 'Women', ""'s"", 'World', 'Twenty20']","['NUM', 'PROPN', 'PROPN', 'PART', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP', 'POS', 'NNP', 'NNP']","['nummod', 'compound', 'poss', 'case', 'ROOT', 'appos']","['DATE', '', '', '', 'EVENT', 'EVENT']","{'icc': 0.20767937370018283, 'women': 0.3207192902545007, 'world': 1.0}","['icc', 'women', 'world']",environment
Henry Louis Gates arrest controversy,5,36,"[('Henry', 'Louis'), ('Louis', 'Gates'), ('Gates', 'arrest'), ('arrest', 'controversy')]","['Henry', 'Louis', 'Gates', 'arrest', 'controversy']","['PROPN', 'PROPN', 'PROPN', 'VERB', 'NOUN']","['NNP', 'NNP', 'NNP', 'VBP', 'NN']","['compound', 'compound', 'nsubj', 'ROOT', 'dobj']","['PERSON', 'PERSON', 'PERSON', '', '']","{'henry_louis_gates': 0.2659857666786802, 'arrest': 0.14343061584464747, 'controversy': 1.0}","['henry_louis_gates', 'arrest', 'controversy']",politics
Kerensky Offensive,2,18,"[('Kerensky', 'Offensive')]","['Kerensky', 'Offensive']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['', '']","{'kerensky': 0.10196591191100508, 'offensive': 1.0}","['kerensky', 'offensive']",international
People Power Revolution,3,23,"[('People', 'Power'), ('Power', 'Revolution')]","['People', 'Power', 'Revolution']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['ORG', 'ORG', 'ORG']","{'people_power': 0.08261265154309293, 'revolution': 1.0}","['people_power', 'revolution']",politics
Siachen conflict,2,16,"[('Siachen', 'conflict')]","['siachen', 'conflict']","['NOUN', 'NOUN']","['NN', 'NN']","['compound', 'ROOT']","['', '']","{'siachen': 0.0673862273561097, 'conflict': 1.0}","['siachen', 'conflict']",politics
Jewish–Roman wars,2,17,"[('Jewish–Roman', 'wars')]","['jewish', '–', 'roman', 'war']","['ADJ', 'PUNCT', 'ADJ', 'NOUN']","['JJ', ':', 'JJ', 'NNS']","['amod', 'punct', 'amod', 'ROOT']","['NORP', '', 'NORP', '']","{'jewish': 0.03474326267543948, 'roman': 0.06467536901299949, 'wars': 1.0}","['jewish', 'roman', 'wars']",politics
Operation Vistula,2,17,"[('Operation', 'Vistula')]","['operation', 'Vistula']","['NOUN', 'PROPN']","['NN', 'NNP']","['compound', 'ROOT']","['', '']","{'operation': 1.0, 'vistula': 0.019554374523572383}","['operation', 'vistula']",international
Second EDSA Revolution,3,22,"[('Second', 'EDSA'), ('EDSA', 'Revolution')]","['Second', 'EDSA', 'Revolution']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['EVENT', 'EVENT', 'EVENT']","{'edsa': 0.06429856031267718, 'revolution': 1.0}","['edsa', 'revolution']",politics
Super Bowl XXXVIII,3,18,"[('Super', 'Bowl'), ('Bowl', 'XXXVIII')]","['Super', 'Bowl', 'XXXVIII']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['EVENT', 'EVENT', 'EVENT']","{'super': 0.8225504563265699, 'bowl': 1.0, 'xxxviii': 0.07672248899344737}","['super', 'bowl', 'xxxviii']",lifestyle
Second Sino-Japanese War,3,24,"[('Second', 'Sino-Japanese'), ('Sino-Japanese', 'War')]","['second', 'sino', 'japanese', 'war']","['ADJ', 'ADJ', 'ADJ', 'NOUN']","['JJ', 'JJ', 'JJ', 'NN']","['amod', 'amod', 'amod', 'ROOT']","['ORDINAL', '', '', '']","{'sino_japanese': 0.03963040900745047, 'war': 1.0}","['sino_japanese', 'war']",politics
Istanbul pogrom,2,15,"[('Istanbul', 'pogrom')]","['Istanbul', 'pogrom']","['PROPN', 'NOUN']","['NNP', 'NN']","['compound', 'ROOT']","['GPE', '']","{'istanbul': 1.0, 'pogrom': 1.0}","['istanbul', 'pogrom']",international
Java War,2,8,"[('Java', 'War')]","['Java', 'War']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['EVENT', 'EVENT']",{'java_war': 1.0},['java_war'],politics
2011 Halloween nor'easter,3,25,"[('2011', 'Halloween'), ('Halloween', ""nor'easter"")]","['2011', 'Halloween', ""nor'easter""]","['NUM', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP']","['nummod', 'compound', 'ROOT']","['DATE', '', '']","{'halloween': 1.0, ""nor'easter"": 0.0}","['halloween', ""nor'easter""]",entertainment
Samarrah Offensive,2,18,"[('Samarrah', 'Offensive')]","['Samarrah', 'Offensive']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['PERSON', '']","{'samarrah': 0.05887504649932471, 'offensive': 1.0}","['samarrah', 'offensive']",international
Cyclone Bobby,2,13,"[('Cyclone', 'Bobby')]","['Cyclone', 'Bobby']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['', '']","{'cyclone': 1.0, 'bobby': 0.020896990378020567}","['cyclone', 'bobby']",environment
